Image1,Image2,Score1,Score2,Label
AF1993.jpg,AM210.jpg,3.9,3.9,similar
CF639.jpg,CF627.jpg,4.3,4.3,similar
AF103.jpg,CM210.jpg,2.6,2.5,similar
AF9.jpg,AM951.jpg,2.2,2.2,similar
AM68.jpg,CF595.jpg,4,4,similar
CF440.jpg,AF1648.jpg,3.1,3.2,similar
AF1273.jpg,AM111.jpg,1.3,1.3,similar
AM120.jpg,CM700.jpg,4.4,4.5,similar
AF380.jpg,CM319.jpg,2.9,2.9,similar
CF719.jpg,CF242.jpg,4.6,4.5,similar
AM788.jpg,AF864.jpg,2.7,2.7,similar
AM44.jpg,AF1221.jpg,4.2,4.2,similar
CM367.jpg,CF277.jpg,2,2,similar
AF1163.jpg,AF1814.jpg,3.1,3.1,similar
CF385.jpg,AF1180.jpg,3.7,3.7,similar
AF757.jpg,AF716.jpg,1.4,1.5,similar
AM216.jpg,AM480.jpg,2.9,2.9,similar
AM19.jpg,AM172.jpg,2.9,2.9,similar
AF1232.jpg,CF172.jpg,3.2,3.2,similar
AM1866.jpg,AF1201.jpg,3.2,3.3,similar
CF105.jpg,CF409.jpg,2.8,2.8,similar
AF1635.jpg,AF1713.jpg,3.8,3.8,similar
AM1547.jpg,AM1216.jpg,2.2,2.3,similar
AM987.jpg,AM1445.jpg,2.7,2.7,similar
AM484.jpg,AF84.jpg,2.8,2.8,similar
AF1711.jpg,AF236.jpg,3.9,3.9,similar
AF910.jpg,AF1132.jpg,3.2,3.2,similar
AM1581.jpg,AF715.jpg,4.4,4.4,similar
AM505.jpg,AF1509.jpg,1.7,1.7,similar
AF1997.jpg,AF757.jpg,1.4,1.4,similar
AM1509.jpg,AM1533.jpg,1.9,1.8,similar
AM1612.jpg,CM183.jpg,3.9,3.8,similar
AF1722.jpg,CM162.jpg,3.4,3.4,similar
AM111.jpg,AF1273.jpg,1.3,1.3,similar
AF244.jpg,AF1688.jpg,4.2,4.3,similar
AF1291.jpg,AF1280.jpg,4.4,4.3,similar
AF858.jpg,AM1595.jpg,4,3.9,similar
AM254.jpg,AF1161.jpg,2.1,2.1,similar
CM690.jpg,AM1757.jpg,4.2,4.2,similar
AF1959.jpg,AF1986.jpg,1,1,similar
CF281.jpg,AM1242.jpg,1.9,1.9,similar
CF315.jpg,CF157.jpg,2.9,2.9,similar
CF380.jpg,AF712.jpg,2.7,2.6,similar
AF1816.jpg,CM55.jpg,4.6,4.6,similar
AF134.jpg,AM110.jpg,2.3,2.3,similar
AF1076.jpg,AF1398.jpg,1.4,1.4,similar
CF459.jpg,AM1344.jpg,2.6,2.7,similar
CM559.jpg,AM885.jpg,2.4,2.4,similar
CF670.jpg,CF668.jpg,4.5,4.6,similar
AF983.jpg,AF1587.jpg,3.6,3.5,similar
AF819.jpg,CF130.jpg,3,3,similar
AF1820.jpg,AF757.jpg,1.4,1.4,similar
CM109.jpg,AM1843.jpg,3.5,3.5,similar
AF1976.jpg,AF1986.jpg,1.1,1,similar
CF456.jpg,AF1929.jpg,3.7,3.7,similar
AM1432.jpg,AF949.jpg,2.7,2.8,similar
AF1163.jpg,CM366.jpg,3.1,3.2,similar
AF1124.jpg,CF243.jpg,3.6,3.5,similar
AF1814.jpg,AM1219.jpg,3.1,3.2,similar
AF1488.jpg,CF590.jpg,3.9,3.8,similar
CM148.jpg,AF1587.jpg,3.5,3.5,similar
AF1590.jpg,AF1986.jpg,1.1,1,similar
AF1997.jpg,AF917.jpg,1.4,1.4,similar
AM638.jpg,AF585.jpg,2.2,2.2,similar
AM820.jpg,CF317.jpg,2.9,2.9,similar
AF1273.jpg,AM111.jpg,1.3,1.3,similar
AM1113.jpg,AM1799.jpg,3,3,similar
AF1387.jpg,AM218.jpg,4,4,similar
AM92.jpg,AM107.jpg,2.9,3,similar
CF610.jpg,CF666.jpg,4.3,4.3,similar
AM111.jpg,AF1273.jpg,1.3,1.3,similar
AF1548.jpg,AM1895.jpg,4.1,4.1,similar
AM1216.jpg,AM1339.jpg,2.3,2.3,similar
AF1057.jpg,AF1071.jpg,3.2,3.1,similar
AM1363.jpg,AF1873.jpg,1.7,1.6,similar
AF157.jpg,AM1255.jpg,2.4,2.4,similar
AF391.jpg,AF1540.jpg,1.4,1.4,similar
AF1162.jpg,CM670.jpg,4.1,4.1,similar
AM81.jpg,AM1953.jpg,4,4,similar
AM1894.jpg,AM1775.jpg,4.4,4.5,similar
AM1805.jpg,AF1751.jpg,3.7,3.7,similar
AF1577.jpg,AF1925.jpg,3.4,3.4,similar
CM468.jpg,AM1727.jpg,2.9,2.9,similar
AF1920.jpg,AM1902.jpg,3.5,3.5,similar
AM1987.jpg,AM1854.jpg,4,4,similar
AF1273.jpg,AM111.jpg,1.3,1.3,similar
AM390.jpg,AM22.jpg,4.7,4.7,similar
AM519.jpg,AF119.jpg,2.2,2.3,similar
AM52.jpg,AF396.jpg,2,2,similar
AF958.jpg,AF1103.jpg,3.1,3.1,similar
AF1930.jpg,AF491.jpg,3.7,3.7,similar
AM74.jpg,AF6.jpg,1.6,1.6,similar
CF192.jpg,AM1955.jpg,3.1,3,similar
AF609.jpg,AM58.jpg,2.5,2.4,similar
CM387.jpg,AF158.jpg,2.6,2.5,similar
AF308.jpg,AM206.jpg,2.5,2.5,similar
AM1817.jpg,AF1219.jpg,3.1,3.2,similar
AM1010.jpg,AM258.jpg,2.3,2.3,similar
AF1557.jpg,AF1541.jpg,3.5,3.6,similar
AF1868.jpg,AF1213.jpg,3.5,3.4,similar
AF176.jpg,AM293.jpg,2.1,2.2,similar
AF839.jpg,AF1407.jpg,3.3,3.3,similar
AM1206.jpg,CF154.jpg,2.3,2.3,similar
AM477.jpg,AF1452.jpg,3.1,3,similar
AM1132.jpg,AM838.jpg,2,1.9,similar
AF1084.jpg,AF1321.jpg,1.8,1.8,similar
AM590.jpg,AF802.jpg,2.8,2.8,similar
AM1314.jpg,AM1120.jpg,2.6,2.5,similar
AM1718.jpg,CF5.jpg,3.9,3.9,similar
AM1724.jpg,AM36.jpg,4.4,4.4,similar
AM1555.jpg,AM938.jpg,2.9,2.9,similar
AM910.jpg,AM518.jpg,2.1,2,similar
AM111.jpg,AF1273.jpg,1.3,1.3,similar
AM1031.jpg,AF1796.jpg,2.1,2.1,similar
CF344.jpg,AF600.jpg,3.3,3.4,similar
AM70.jpg,AF475.jpg,1.9,1.9,similar
CF613.jpg,AF1684.jpg,4.5,4.4,similar
AM1427.jpg,CF367.jpg,3.1,3.2,similar
AF1976.jpg,AF1959.jpg,1.1,1,similar
AF1590.jpg,AF1959.jpg,1.1,1,similar
AF1675.jpg,CM647.jpg,4.5,4.5,similar
AF1761.jpg,CM747.jpg,3.9,3.9,similar
AF867.jpg,AM1852.jpg,4,4,similar
AF1871.jpg,AF1026.jpg,3.7,3.7,similar
CM142.jpg,AF110.jpg,3.2,3.3,similar
AF1717.jpg,AF1261.jpg,3.9,3.8,similar
AM1748.jpg,CF235.jpg,2.9,2.9,similar
AF270.jpg,AF345.jpg,1.5,1.5,similar
AM1541.jpg,AM1075.jpg,2.7,2.6,similar
AF1560.jpg,CF625.jpg,4,4,similar
AF1886.jpg,CF482.jpg,2.8,2.8,similar
CF75.jpg,AM263.jpg,2.2,2.3,similar
AF1620.jpg,CF678.jpg,3.9,3.9,similar
AM1611.jpg,CM12.jpg,4.5,4.5,similar
AF1671.jpg,AF1552.jpg,3.5,3.5,similar
AM1699.jpg,AF1816.jpg,4.5,4.6,similar
AF932.jpg,CM723.jpg,3.1,3.2,similar
CM347.jpg,AM885.jpg,2.4,2.4,similar
AF1630.jpg,AM746.jpg,2.8,2.8,similar
AF917.jpg,AF1820.jpg,1.4,1.4,similar
AM148.jpg,CM72.jpg,4.1,4.1,similar
AF1179.jpg,AF1978.jpg,3.9,3.9,similar
AF1873.jpg,AF1768.jpg,1.6,1.7,similar
AM1784.jpg,AF1541.jpg,3.5,3.6,similar
AM1846.jpg,AF262.jpg,2.4,2.4,similar
CM615.jpg,CM384.jpg,3,3.1,similar
AM1221.jpg,AM446.jpg,2.9,2.9,similar
AM769.jpg,AM1221.jpg,2.9,2.9,similar
AF1986.jpg,AF1976.jpg,1,1.1,similar
AM177.jpg,AF661.jpg,2.4,2.4,similar
CM230.jpg,AM873.jpg,2.4,2.4,similar
AM1125.jpg,AF1145.jpg,2,2,similar
AF1083.jpg,CF636.jpg,4.4,4.3,similar
AM1699.jpg,CF719.jpg,4.5,4.6,similar
AM1837.jpg,CF609.jpg,4.7,4.7,similar
AM222.jpg,CM248.jpg,1.9,1.9,similar
AM1364.jpg,AM1850.jpg,2.3,2.2,similar
AF757.jpg,AF1820.jpg,1.4,1.4,similar
CF670.jpg,CF576.jpg,4.5,4.6,similar
AF1370.jpg,AF1571.jpg,3.7,3.7,similar
AF388.jpg,AM870.jpg,1.6,1.6,similar
CF295.jpg,AF1334.jpg,3.8,3.8,similar
CF702.jpg,CF576.jpg,4.5,4.6,similar
CF345.jpg,AM387.jpg,2.1,2.1,similar
AM1885.jpg,AF1572.jpg,4.2,4.3,similar
AM440.jpg,AM707.jpg,1.8,1.8,similar
AF1820.jpg,AF1866.jpg,1.4,1.5,similar
CF634.jpg,AM390.jpg,4.6,4.7,similar
AM83.jpg,AM1659.jpg,3.1,3.1,similar
AM390.jpg,AM1837.jpg,4.7,4.7,similar
AM1942.jpg,AF1925.jpg,3.4,3.4,similar
AF1641.jpg,AM10.jpg,1.2,1.2,similar
AM821.jpg,AF1121.jpg,1.9,2,similar
AF1522.jpg,AM838.jpg,2,1.9,similar
AM1824.jpg,AM1158.jpg,2.9,2.9,similar
AF206.jpg,AF1963.jpg,2.7,2.7,similar
AF840.jpg,AM1651.jpg,3.7,3.8,similar
AM1716.jpg,AM1601.jpg,4,4,similar
AM1463.jpg,AM1040.jpg,2.2,2.1,similar
AM309.jpg,AM404.jpg,2.7,2.6,similar
AM122.jpg,AF856.jpg,3.3,3.2,similar
AM1162.jpg,AF867.jpg,4.1,4,similar
AF592.jpg,AM245.jpg,4.5,4.5,similar
AM437.jpg,AF414.jpg,2.3,2.4,similar
CM64.jpg,AM1315.jpg,2.5,2.4,similar
AF1995.jpg,AF1076.jpg,1.3,1.4,similar
AF716.jpg,AF757.jpg,1.5,1.4,similar
CM597.jpg,AF956.jpg,3.3,3.4,similar
AF716.jpg,AF1997.jpg,1.5,1.4,similar
AF695.jpg,AM245.jpg,4.5,4.5,similar
AF510.jpg,AM1592.jpg,3.7,3.8,similar
AF1444.jpg,CM666.jpg,4.1,4.2,similar
AM46.jpg,AF1694.jpg,3.7,3.7,similar
AF1318.jpg,AF1068.jpg,4.1,4.1,similar
CM229.jpg,AM901.jpg,2.6,2.5,similar
AF1302.jpg,AF1434.jpg,3.6,3.6,similar
AM1985.jpg,AF514.jpg,2.2,2.2,similar
AF88.jpg,AF360.jpg,2.4,2.3,similar
AM1991.jpg,AF269.jpg,3.7,3.7,similar
AM791.jpg,AF211.jpg,2.5,2.4,similar
AF906.jpg,CM331.jpg,3,3,similar
AM958.jpg,AM1519.jpg,2.3,2.3,similar
AF1866.jpg,AF270.jpg,1.5,1.5,similar
AF252.jpg,CM325.jpg,2.8,2.7,similar
AF412.jpg,AM1906.jpg,3.1,3.1,similar
AF1045.jpg,CF644.jpg,3.8,3.9,similar
CM295.jpg,CF464.jpg,2.1,2.1,similar
CM55.jpg,AF1844.jpg,4.6,4.6,similar
AM356.jpg,AF919.jpg,2.7,2.7,similar
CM683.jpg,AM76.jpg,3.4,3.4,similar
AF16.jpg,AF190.jpg,2.1,2.1,similar
AF1914.jpg,AF1733.jpg,4,4,similar
AM111.jpg,AF1273.jpg,1.3,1.3,similar
AM989.jpg,AM919.jpg,2.5,2.6,similar
AF1224.jpg,CF633.jpg,4,4,similar
CM93.jpg,AF1158.jpg,4.4,4.4,similar
AM1533.jpg,AM73.jpg,1.8,1.9,similar
CF656.jpg,AM1569.jpg,3.5,3.5,similar
AF1708.jpg,AF209.jpg,2.8,2.7,similar
AF180.jpg,AM1053.jpg,2.8,2.8,similar
CF609.jpg,CF634.jpg,4.7,4.6,similar
AM52.jpg,CF314.jpg,2,1.9,similar
AF145.jpg,AM858.jpg,2.9,2.8,similar
AM10.jpg,AF1631.jpg,1.2,1.1,similar
CM455.jpg,AM946.jpg,2.8,2.7,similar
AF985.jpg,CM613.jpg,1.6,1.6,similar
AF391.jpg,AF756.jpg,1.4,1.3,similar
AM1875.jpg,CF90.jpg,3.2,3.2,similar
AM99.jpg,AM1784.jpg,3.6,3.5,similar
AM1634.jpg,AF1841.jpg,2.9,3,similar
AF1976.jpg,AF1590.jpg,1.1,1.1,similar
AF143.jpg,AF1987.jpg,1.8,1.8,similar
CF558.jpg,CF564.jpg,3.8,3.9,similar
CF555.jpg,AM1971.jpg,4.1,4.1,similar
AF179.jpg,AM1012.jpg,2,2.1,similar
CM580.jpg,CF142.jpg,2.4,2.4,similar
AM1525.jpg,CM565.jpg,2.2,2.2,similar
AF1590.jpg,AF1959.jpg,1.1,1,similar
AM1784.jpg,CM317.jpg,3.5,3.6,similar
CF670.jpg,CF719.jpg,4.5,4.6,similar
AF1476.jpg,AM1664.jpg,4.3,4.3,similar
AF435.jpg,AM61.jpg,1.7,1.7,similar
CM203.jpg,CF457.jpg,2.6,2.6,similar
CF456.jpg,CM251.jpg,3.7,3.7,similar
CF648.jpg,AM1837.jpg,4.7,4.7,similar
CM387.jpg,AF457.jpg,2.6,2.6,similar
CF666.jpg,AM1606.jpg,4.3,4.4,similar
AF815.jpg,AF1995.jpg,1.3,1.3,similar
AF52.jpg,AM566.jpg,2.1,2.2,similar
CM696.jpg,AM18.jpg,3.8,3.9,similar
AF809.jpg,CF113.jpg,2.8,2.9,similar
AM692.jpg,AF805.jpg,2.4,2.5,similar
CF131.jpg,CM351.jpg,3.3,3.3,similar
AF1273.jpg,AM111.jpg,1.3,1.3,similar
AM390.jpg,AM22.jpg,4.7,4.7,similar
AM771.jpg,AF943.jpg,2.3,2.4,similar
AM541.jpg,AM895.jpg,2.7,2.6,similar
AF604.jpg,CM459.jpg,2.8,2.8,similar
AF1516.jpg,AF1599.jpg,3.5,3.5,similar
AF917.jpg,AF345.jpg,1.4,1.5,similar
AF917.jpg,AF1997.jpg,1.4,1.4,similar
AF738.jpg,CF50.jpg,4.5,4.5,similar
AM1045.jpg,AF1845.jpg,2,2,similar
CF536.jpg,AF840.jpg,3.7,3.7,similar
AM111.jpg,AF1273.jpg,1.3,1.3,similar
CF489.jpg,CM297.jpg,2.7,2.7,similar
AF467.jpg,AM1978.jpg,3.3,3.3,similar
AF536.jpg,AF401.jpg,1.9,1.8,similar
AF728.jpg,AF520.jpg,1.6,1.7,similar
CM301.jpg,AM1124.jpg,2.1,2.1,similar
AM176.jpg,CF300.jpg,2.3,2.2,similar
AM25.jpg,AM1944.jpg,4.2,4.3,similar
AF757.jpg,AF1997.jpg,1.4,1.4,similar
CM42.jpg,CM93.jpg,4.5,4.4,similar
AM515.jpg,AF235.jpg,2.6,2.7,similar
AM1610.jpg,AM1637.jpg,3.3,3.2,similar
AF788.jpg,AF815.jpg,1.4,1.3,similar
CF397.jpg,AM819.jpg,2.9,2.9,similar
AF1986.jpg,AF1590.jpg,1,1.1,similar
AF1976.jpg,AF1959.jpg,1.1,1,similar
AM111.jpg,AF1273.jpg,1.3,1.3,similar
AF327.jpg,AF1489.jpg,3,3.1,similar
AF1997.jpg,AF1820.jpg,1.4,1.4,similar
AF12.jpg,CF352.jpg,2.1,2.1,similar
AM318.jpg,CF391.jpg,3.6,3.6,similar
AM549.jpg,CF165.jpg,1.9,1.9,similar
AF1641.jpg,AF1453.jpg,1.2,1.2,similar
CF334.jpg,AM1234.jpg,2.2,2.2,similar
AF1264.jpg,CF488.jpg,2.9,2.9,similar
AM1195.jpg,AM1528.jpg,2,2,similar
AF1273.jpg,AM111.jpg,1.3,1.3,similar
AF1997.jpg,AF270.jpg,1.4,1.5,similar
AF1925.jpg,AF1615.jpg,3.4,3.4,similar
AM351.jpg,CM134.jpg,3,2.9,similar
AF434.jpg,AM1323.jpg,3,3,similar
CM123.jpg,AM1998.jpg,3.3,3.3,similar
AM1604.jpg,CF650.jpg,4,4,similar
AF1076.jpg,AF391.jpg,1.4,1.4,similar
AF1387.jpg,AF1919.jpg,4,4,similar
AM1335.jpg,CM411.jpg,2.8,2.9,similar
AF197.jpg,AM1231.jpg,2,2,similar
CF366.jpg,AF68.jpg,2.7,2.8,similar
CM405.jpg,AM436.jpg,3.1,3.2,similar
AM366.jpg,AF337.jpg,2.2,2.1,similar
AF695.jpg,AF1844.jpg,4.5,4.6,similar
AM676.jpg,AM906.jpg,2.8,2.7,similar
AF1684.jpg,AM1619.jpg,4.4,4.4,similar
AF1276.jpg,AM1107.jpg,2,2.1,similar
AF1286.jpg,AM1469.jpg,3.9,3.9,similar
AM1647.jpg,AM57.jpg,3.3,3.3,similar
AM378.jpg,AM214.jpg,2.5,2.5,similar
AM1013.jpg,AM834.jpg,2.8,2.8,similar
CF477.jpg,AF546.jpg,1.9,1.9,similar
AF789.jpg,AF941.jpg,1.5,1.5,similar
AF1661.jpg,AF1047.jpg,3.7,3.7,similar
AF1631.jpg,AF1890.jpg,1.1,1.2,similar
CF727.jpg,AF1816.jpg,4.6,4.6,similar
CF659.jpg,CM11.jpg,4.5,4.4,similar
AM332.jpg,AF1190.jpg,2.7,2.7,similar
CM120.jpg,AM4.jpg,3.3,3.3,similar
CF444.jpg,AM952.jpg,2.3,2.3,similar
AF1890.jpg,AF1641.jpg,1.2,1.2,similar
AM1446.jpg,AF893.jpg,2.7,2.8,similar
CF267.jpg,CM488.jpg,2.8,2.8,similar
AF1633.jpg,AF728.jpg,1.6,1.6,similar
AF1249.jpg,CM638.jpg,4.3,4.3,similar
CF609.jpg,AM22.jpg,4.7,4.7,similar
CF348.jpg,AM465.jpg,1.8,1.7,similar
AF1590.jpg,AF1986.jpg,1.1,1,similar
AF1575.jpg,AF446.jpg,3.1,3.1,similar
CM29.jpg,AF1965.jpg,1.8,1.8,similar
AM1099.jpg,AM383.jpg,2.8,2.9,similar
CF143.jpg,AM1777.jpg,3.7,3.7,similar
AF689.jpg,AM136.jpg,2.5,2.6,similar
CF702.jpg,AM245.jpg,4.5,4.5,similar
AM944.jpg,AM169.jpg,1.8,1.8,similar
AF1406.jpg,CF700.jpg,3.8,3.7,similar
CM380.jpg,AM1258.jpg,2.7,2.7,similar
AM1214.jpg,CM133.jpg,2.8,2.8,similar
AF1518.jpg,AF1863.jpg,3.4,3.5,similar
AF353.jpg,AF566.jpg,2.4,2.4,similar
CF227.jpg,AM1410.jpg,2.6,2.6,similar
AF272.jpg,CF520.jpg,3.4,3.4,similar
AM1927.jpg,CF709.jpg,3.8,3.9,similar
AF1997.jpg,AF917.jpg,1.4,1.4,similar
AM476.jpg,CM575.jpg,2.7,2.7,similar
AF1633.jpg,AM61.jpg,1.6,1.7,similar
AM1990.jpg,AF997.jpg,3.8,3.7,similar
AF1986.jpg,AF1590.jpg,1,1.1,similar
AM1650.jpg,AF1703.jpg,4.1,4,similar
AM505.jpg,AM1363.jpg,1.7,1.7,similar
AM222.jpg,AM1016.jpg,1.9,1.8,similar
CM444.jpg,AM1817.jpg,3.1,3.1,similar
AM1875.jpg,AM582.jpg,3.2,3.1,similar
AM1865.jpg,AM35.jpg,3.2,3.2,similar
AF1363.jpg,CF259.jpg,2.9,2.9,similar
AM269.jpg,AM1759.jpg,4,4,similar
AF592.jpg,CM55.jpg,4.5,4.6,similar
AF672.jpg,AM550.jpg,2.5,2.5,similar
AM1209.jpg,AF243.jpg,2.5,2.5,similar
CM733.jpg,AF402.jpg,3.4,3.5,similar
CF382.jpg,CF191.jpg,2.2,2.3,similar
AF846.jpg,AM1472.jpg,1.7,1.7,similar
AM1728.jpg,AM1686.jpg,3.6,3.6,similar
CM244.jpg,AM351.jpg,3,3,similar
AF789.jpg,AF388.jpg,1.5,1.6,similar
AM505.jpg,AM1458.jpg,1.7,1.7,similar
AF846.jpg,AF1987.jpg,1.7,1.8,similar
AM1799.jpg,AM405.jpg,3,3,similar
AM1172.jpg,AF828.jpg,2.3,2.3,similar
AM1884.jpg,AF1850.jpg,3.8,3.8,similar
AF1779.jpg,AM1991.jpg,3.7,3.7,similar
AM1455.jpg,AF846.jpg,1.8,1.7,similar
AM372.jpg,AM566.jpg,2.1,2.2,similar
AF1856.jpg,CM13.jpg,4.2,4.2,similar
AF1453.jpg,AF1641.jpg,1.2,1.2,similar
AF1983.jpg,AF1511.jpg,3.9,3.9,similar
AF1693.jpg,AF1102.jpg,3.9,3.8,similar
AF1757.jpg,CF530.jpg,2.8,2.8,similar
CM145.jpg,CF378.jpg,2.2,2.2,similar
AF270.jpg,AF1820.jpg,1.5,1.4,similar
AF1113.jpg,AF1504.jpg,3.4,3.3,similar
CF118.jpg,AM73.jpg,1.9,1.9,similar
AM1583.jpg,AF756.jpg,1.4,1.3,similar
AF1675.jpg,AF1158.jpg,4.5,4.4,similar
AF1339.jpg,AF634.jpg,3.3,3.4,similar
CF640.jpg,CF648.jpg,4.7,4.7,similar
CM720.jpg,CF582.jpg,4.3,4.2,similar
CF441.jpg,AF627.jpg,2.6,2.5,similar
AF1641.jpg,AM10.jpg,1.2,1.2,similar
CM521.jpg,AM863.jpg,3.6,3.5,similar
AM85.jpg,AF706.jpg,2,1.9,similar
AF1313.jpg,CM198.jpg,2.5,2.6,similar
AF1590.jpg,AF1986.jpg,1.1,1,similar
AM1712.jpg,AF1291.jpg,4.3,4.4,similar
AM389.jpg,AF248.jpg,1.9,1.8,similar
AF1212.jpg,CF558.jpg,3.9,3.8,similar
AF1602.jpg,AM87.jpg,3.7,3.6,similar
AF1987.jpg,CF251.jpg,1.8,1.7,similar
CM694.jpg,CM644.jpg,4.2,4.1,similar
CF159.jpg,AF960.jpg,2.4,2.4,similar
AM173.jpg,CF251.jpg,1.7,1.7,similar
CF627.jpg,AF1170.jpg,4.3,4.3,similar
AM269.jpg,AM267.jpg,4,4,similar
AM10.jpg,AF1631.jpg,1.2,1.1,similar
AF1454.jpg,AM1830.jpg,2.7,2.8,similar
CF283.jpg,AM528.jpg,2.8,2.9,similar
AF1830.jpg,AM1650.jpg,4.1,4.1,similar
AF6.jpg,AM870.jpg,1.6,1.6,similar
CF632.jpg,CF726.jpg,3.7,3.7,similar
AF1996.jpg,CM355.jpg,1.6,1.6,similar
AF1174.jpg,AM1692.jpg,4.5,4.5,similar
