img,score
CM328.jpg,2.133333
CM95.jpg,2.133333
AF185.jpg,2.150000
AF518.jpg,2.150000
AF532.jpg,2.150000
AF736.jpg,2.150000
AF822.jpg,2.150000
AF9.jpg,2.150000
AM1100.jpg,2.150000
AM1109.jpg,2.150000
AM1123.jpg,2.150000
AM1170.jpg,2.150000
AM1201.jpg,2.150000
AM1234.jpg,2.150000
AM1303.jpg,2.150000
AM1522.jpg,2.150000
AM1525.jpg,2.150000
AM566.jpg,2.150000
AM619.jpg,2.150000
AM671.jpg,2.150000
AM784.jpg,2.150000
AM805.jpg,2.150000
AM869.jpg,2.150000
CF152.jpg,2.150000
CF219.jpg,2.150000
CF263.jpg,2.150000
CF331.jpg,2.150000
CF378.jpg,2.150000
CF474.jpg,2.150000
CM48.jpg,2.150000
CM91.jpg,2.150000
AF1151.jpg,2.166667
AF142.jpg,2.166667
AF1704.jpg,2.166667
AF192.jpg,2.166667
AF352.jpg,2.166667
AF37.jpg,2.166667
AF43.jpg,2.166667
AF445.jpg,2.166667
AF53.jpg,2.166667
AM1081.jpg,2.166667
AM1090.jpg,2.166667
AM1236.jpg,2.166667
AM1276.jpg,2.166667
AM1285.jpg,2.166667
AM1482.jpg,2.166667
AM1527.jpg,2.166667
AM297.jpg,2.166667
AM366.jpg,2.166667
AM617.jpg,2.166667
AM638.jpg,2.166667
AM646.jpg,2.166667
AM770.jpg,2.166667
CF334.jpg,2.166667
CF432.jpg,2.166667
CF62.jpg,2.166667
CM398.jpg,2.166667
CM456.jpg,2.166667
CM524.jpg,2.166667
AF186.jpg,2.183333
AF474.jpg,2.183333
AF514.jpg,2.183333
AF549.jpg,2.183333
AF668.jpg,2.183333
AF74.jpg,2.183333
AF986.jpg,2.183333
AM1182.jpg,2.183333
AM1415.jpg,2.183333
AM1463.jpg,2.183333
AM1516.jpg,2.183333
AM1985.jpg,2.183333
AM435.jpg,2.183333
AM479.jpg,2.183333
AM487.jpg,2.183333
AM945.jpg,2.183333
AM986.jpg,2.183333
CF41.jpg,2.183333
CF412.jpg,2.183333
CF494.jpg,2.183333
CF515.jpg,2.183333
CM145.jpg,2.183333
CM151.jpg,2.183333
CM565.jpg,2.183333
AF1186.jpg,2.200000
AF1243.jpg,2.200000
AF1325.jpg,2.200000
AF339.jpg,2.200000
AF46.jpg,2.200000
AF585.jpg,2.200000
AF622.jpg,2.200000
AF632.jpg,2.200000
AF643.jpg,2.200000
AF649.jpg,2.200000
AF806.jpg,2.200000
AF829.jpg,2.200000
AM1073.jpg,2.200000
AM1150.jpg,2.200000
AM1252.jpg,2.200000
AM1267.jpg,2.200000
AM1322.jpg,2.200000
AM1762.jpg,2.200000
AM1820.jpg,2.200000
AM238.jpg,2.200000
AM290.jpg,2.200000
AM379.jpg,2.200000
AM433.jpg,2.200000
AM535.jpg,2.200000
AM580.jpg,2.200000
AM712.jpg,2.200000
AM951.jpg,2.200000
AF1005.jpg,2.216667
AF1173.jpg,2.216667
AF508.jpg,2.216667
AF54.jpg,2.216667
AF544.jpg,2.216667
AF57.jpg,2.216667
AM1097.jpg,2.216667
AM1111.jpg,2.216667
AM1122.jpg,2.216667
AM1197.jpg,2.216667
AM1213.jpg,2.216667
AM1277.jpg,2.216667
AM1291.jpg,2.216667
AM1360.jpg,2.216667
AM1377.jpg,2.216667
AM215.jpg,2.216667
AM288.jpg,2.216667
AM326.jpg,2.216667
AM397.jpg,2.216667
AM519.jpg,2.216667
AM570.jpg,2.216667
AM594.jpg,2.216667
AM856.jpg,2.216667
CF114.jpg,2.216667
CF161.jpg,2.216667
CF438.jpg,2.216667
CM161.jpg,2.216667
CM205.jpg,2.216667
CM363.jpg,2.216667
CM479.jpg,2.216667
AF1040.jpg,2.233333
AF132.jpg,2.233333
AF1341.jpg,2.233333
AF1875.jpg,2.233333
AF312.jpg,2.233333
AF34.jpg,2.233333
AF496.jpg,2.233333
AF719.jpg,2.233333
AF868.jpg,2.233333
AM1006.jpg,2.233333
AM1034.jpg,2.233333
AM1069.jpg,2.233333
AM1129.jpg,2.233333
AM1144.jpg,2.233333
AM1295.jpg,2.233333
AM1547.jpg,2.233333
AM1850.jpg,2.233333
AM252.jpg,2.233333
AM690.jpg,2.233333
AM853.jpg,2.233333
AM920.jpg,2.233333
AM968.jpg,2.233333
CF382.jpg,2.233333
CF403.jpg,2.233333
CF404.jpg,2.233333
CF433.jpg,2.233333
CF75.jpg,2.233333
CM131.jpg,2.233333
CM407.jpg,2.233333
CM536.jpg,2.233333
AF1092.jpg,2.250000
AF1310.jpg,2.250000
AF218.jpg,2.250000
AF26.jpg,2.250000
AF299.jpg,2.250000
AF334.jpg,2.250000
AF55.jpg,2.250000
AF601.jpg,2.250000
AF759.jpg,2.250000
AF777.jpg,2.250000
AF851.jpg,2.250000
AF886.jpg,2.250000
AM1010.jpg,2.250000
AM1028.jpg,2.250000
AM1029.jpg,2.250000
AM1169.jpg,2.250000
AM1220.jpg,2.250000
AM1320.jpg,2.250000
AM1441.jpg,2.250000
AM1489.jpg,2.250000
AM166.jpg,2.250000
AM1791.jpg,2.250000
AM230.jpg,2.250000
AM258.jpg,2.250000
AM263.jpg,2.250000
AM281.jpg,2.250000
AM341.jpg,2.250000
AM345.jpg,2.250000
AM489.jpg,2.250000
AM589.jpg,2.250000
AM723.jpg,2.250000
AM772.jpg,2.250000
AM799.jpg,2.250000
CF191.jpg,2.250000
CM190.jpg,2.250000
CM243.jpg,2.250000
CM312.jpg,2.250000
AF1033.jpg,2.266667
AF119.jpg,2.266667
AF122.jpg,2.266667
AF151.jpg,2.266667
AF260.jpg,2.266667
AF28.jpg,2.266667
AF289.jpg,2.266667
AF291.jpg,2.266667
AF350.jpg,2.266667
AF410.jpg,2.266667
AF455.jpg,2.266667
AM1037.jpg,2.266667
AM1142.jpg,2.266667
AM1172.jpg,2.266667
AM1206.jpg,2.266667
AM1325.jpg,2.266667
AM1339.jpg,2.266667
AM1444.jpg,2.266667
AM1481.jpg,2.266667
AM1490.jpg,2.266667
AM1549.jpg,2.266667
AM790.jpg,2.266667
AM833.jpg,2.266667
AM952.jpg,2.266667
AM964.jpg,2.266667
CF265.jpg,2.266667
CF402.jpg,2.266667
CF444.jpg,2.266667
CF453.jpg,2.266667
CF469.jpg,2.266667
CF521.jpg,2.266667
CF78.jpg,2.266667
CM253.jpg,2.266667
CM371.jpg,2.266667
CM495.jpg,2.266667
CM629.jpg,2.266667
AF1046.jpg,2.283333
AF1085.jpg,2.283333
AF1760.jpg,2.283333
AF217.jpg,2.283333
AF374.jpg,2.283333
AF375.jpg,2.283333
AF387.jpg,2.283333
AF481.jpg,2.283333
AF504.jpg,2.283333
AF517.jpg,2.283333
AF525.jpg,2.283333
AF595.jpg,2.283333
AF824.jpg,2.283333
AF828.jpg,2.283333
AF891.jpg,2.283333
AF918.jpg,2.283333
AM1017.jpg,2.283333
AM1027.jpg,2.283333
AM1235.jpg,2.283333
AM259.jpg,2.283333
AM280.jpg,2.283333
AM679.jpg,2.283333
AM807.jpg,2.283333
AM883.jpg,2.283333
AM936.jpg,2.283333
AM980.jpg,2.283333
AM993.jpg,2.283333
CF154.jpg,2.283333
CF43.jpg,2.283333
CF514.jpg,2.283333
CF58.jpg,2.283333
CF608.jpg,2.283333
CM128.jpg,2.283333
CM195.jpg,2.283333
CM26.jpg,2.283333
CM83.jpg,2.283333
AF1193.jpg,2.300000
AF1226.jpg,2.300000
AF1924.jpg,2.300000
AF234.jpg,2.300000
AF258.jpg,2.300000
AF42.jpg,2.300000
AF48.jpg,2.300000
AF489.jpg,2.300000
AF490.jpg,2.300000
AF494.jpg,2.300000
AF522.jpg,2.300000
AF612.jpg,2.300000
AF64.jpg,2.300000
AF667.jpg,2.300000
AF75.jpg,2.300000
AF968.jpg,2.300000
AF97.jpg,2.300000
AM1001.jpg,2.300000
AM1004.jpg,2.300000
AM1088.jpg,2.300000
AM1135.jpg,2.300000
AM1215.jpg,2.300000
AM1216.jpg,2.300000
AM1240.jpg,2.300000
AM1244.jpg,2.300000
AM1269.jpg,2.300000
AM1300.jpg,2.300000
AM1364.jpg,2.300000
AM1471.jpg,2.300000
AM1478.jpg,2.300000
AM1479.jpg,2.300000
AM176.jpg,2.300000
AM244.jpg,2.300000
AM408.jpg,2.300000
AM452.jpg,2.300000
AM5.jpg,2.300000
AM734.jpg,2.300000
AM871.jpg,2.300000
AM874.jpg,2.300000
AM896.jpg,2.300000
AM979.jpg,2.300000
CF170.jpg,2.300000
CF187.jpg,2.300000
CF351.jpg,2.300000
CF360.jpg,2.300000
CF430.jpg,2.300000
CF492.jpg,2.300000
CM159.jpg,2.300000
CM207.jpg,2.300000
CM257.jpg,2.300000
CM508.jpg,2.300000
CM543.jpg,2.300000
AF1030.jpg,2.316667
AF11.jpg,2.316667
AF1332.jpg,2.316667
AF134.jpg,2.316667
AF136.jpg,2.316667
AF1542.jpg,2.316667
AF1702.jpg,2.316667
AF173.jpg,2.316667
AF182.jpg,2.316667
AF1953.jpg,2.316667
AF360.jpg,2.316667
AF38.jpg,2.316667
AF463.jpg,2.316667
AF608.jpg,2.316667
AF696.jpg,2.316667
AF72.jpg,2.316667
AF837.jpg,2.316667
AM1007.jpg,2.316667
AM1057.jpg,2.316667
AM1118.jpg,2.316667
AM1350.jpg,2.316667
AM1390.jpg,2.316667
AM1423.jpg,2.316667
AM1425.jpg,2.316667
AM1443.jpg,2.316667
AM1513.jpg,2.316667
AM1519.jpg,2.316667
AM265.jpg,2.316667
AM302.jpg,2.316667
AM514.jpg,2.316667
AM578.jpg,2.316667
AM760.jpg,2.316667
AM809.jpg,2.316667
AM958.jpg,2.316667
AM96.jpg,2.316667
CF109.jpg,2.316667
CF139.jpg,2.316667
CF355.jpg,2.316667
CF443.jpg,2.316667
CF74.jpg,2.316667
CM291.jpg,2.316667
CM56.jpg,2.316667
AF1.jpg,2.333333
AF109.jpg,2.333333
AF1138.jpg,2.333333
AF1184.jpg,2.333333
AF1304.jpg,2.333333
AF141.jpg,2.333333
AF169.jpg,2.333333
AF1984.jpg,2.333333
AF200.jpg,2.333333
AF320.jpg,2.333333
AF427.jpg,2.333333
AF558.jpg,2.333333
AF698.jpg,2.333333
AF86.jpg,2.333333
AF87.jpg,2.333333
AM1015.jpg,2.333333
AM1079.jpg,2.333333
AM110.jpg,2.333333
AM1105.jpg,2.333333
AM1208.jpg,2.333333
AM1308.jpg,2.333333
AM1584.jpg,2.333333
AM1860.jpg,2.333333
AM200.jpg,2.333333
AM235.jpg,2.333333
AM239.jpg,2.333333
AM437.jpg,2.333333
AM512.jpg,2.333333
AM547.jpg,2.333333
AM771.jpg,2.333333
AM95.jpg,2.333333
CF234.jpg,2.333333
CF256.jpg,2.333333
CF414.jpg,2.333333
CF446.jpg,2.333333
CM144.jpg,2.333333
CM350.jpg,2.333333
CM418.jpg,2.333333
CM446.jpg,2.333333
CM492.jpg,2.333333
CM529.jpg,2.333333
CM545.jpg,2.333333
CM632.jpg,2.333333
AF101.jpg,2.350000
AF1256.jpg,2.350000
AF147.jpg,2.350000
AF149.jpg,2.350000
AF223.jpg,2.350000
AF414.jpg,2.350000
AF461.jpg,2.350000
AF500.jpg,2.350000
AF51.jpg,2.350000
AF566.jpg,2.350000
AF598.jpg,2.350000
AF754.jpg,2.350000
AF925.jpg,2.350000
AM1131.jpg,2.350000
AM1139.jpg,2.350000
AM1153.jpg,2.350000
AM1210.jpg,2.350000
AM1255.jpg,2.350000
AM1270.jpg,2.350000
AM1316.jpg,2.350000
AM1348.jpg,2.350000
AM1361.jpg,2.350000
AM1383.jpg,2.350000
AM1474.jpg,2.350000
AM1496.jpg,2.350000
AM1825.jpg,2.350000
AM279.jpg,2.350000
AM350.jpg,2.350000
AM467.jpg,2.350000
AM545.jpg,2.350000
AM568.jpg,2.350000
AM593.jpg,2.350000
AM752.jpg,2.350000
AM873.jpg,2.350000
AM892.jpg,2.350000
AM926.jpg,2.350000
AM932.jpg,2.350000
CF147.jpg,2.350000
CF148.jpg,2.350000
CF198.jpg,2.350000
CF340.jpg,2.350000
CF419.jpg,2.350000
CF523.jpg,2.350000
CM171.jpg,2.350000
CM226.jpg,2.350000
CM338.jpg,2.350000
CM452.jpg,2.350000
CM550.jpg,2.350000
CM559.jpg,2.350000
CM560.jpg,2.350000
AF1096.jpg,2.366667
AF1176.jpg,2.366667
AF120.jpg,2.366667
AF1380.jpg,2.366667
AF157.jpg,2.366667
AF422.jpg,2.366667
AF61.jpg,2.366667
AF692.jpg,2.366667
AF787.jpg,2.366667
AM1091.jpg,2.366667
AM1196.jpg,2.366667
AM1227.jpg,2.366667
AM1228.jpg,2.366667
AM1284.jpg,2.366667
AM1440.jpg,2.366667
AM177.jpg,2.366667
AM1846.jpg,2.366667
AM1848.jpg,2.366667
AM1874.jpg,2.366667
AM1922.jpg,2.366667
AM221.jpg,2.366667
AM273.jpg,2.366667
AM311.jpg,2.366667
AM359.jpg,2.366667
AM420.jpg,2.366667
AM449.jpg,2.366667
AM700.jpg,2.366667
AM789.jpg,2.366667
AM808.jpg,2.366667
AM887.jpg,2.366667
AM903.jpg,2.366667
AM908.jpg,2.366667
AM921.jpg,2.366667
AM999.jpg,2.366667
CF142.jpg,2.366667
CF499.jpg,2.366667
CF63.jpg,2.366667
CM125.jpg,2.366667
CM156.jpg,2.366667
CM166.jpg,2.366667
CM334.jpg,2.366667
CM513.jpg,2.366667
CM527.jpg,2.366667
CM580.jpg,2.366667
AF1041.jpg,2.383333
AF1111.jpg,2.383333
AF121.jpg,2.383333
AF1349.jpg,2.383333
AF170.jpg,2.383333
AF172.jpg,2.383333
AF1960.jpg,2.383333
AF257.jpg,2.383333
AF298.jpg,2.383333
AF335.jpg,2.383333
AF353.jpg,2.383333
AF465.jpg,2.383333
AF570.jpg,2.383333
AF661.jpg,2.383333
AF744.jpg,2.383333
AF831.jpg,2.383333
AF866.jpg,2.383333
AF943.jpg,2.383333
AF979.jpg,2.383333
AM1101.jpg,2.383333
AM1186.jpg,2.383333
AM1225.jpg,2.383333
AM1287.jpg,2.383333
AM1304.jpg,2.383333
AM1356.jpg,2.383333
AM1434.jpg,2.383333
AM1517.jpg,2.383333
AM1548.jpg,2.383333
AM1621.jpg,2.383333
AM331.jpg,2.383333
AM407.jpg,2.383333
AM605.jpg,2.383333
AM814.jpg,2.383333
AM885.jpg,2.383333
AM898.jpg,2.383333
AM913.jpg,2.383333
AM956.jpg,2.383333
CF324.jpg,2.383333
CF454.jpg,2.383333
CF56.jpg,2.383333
CF94.jpg,2.383333
CM197.jpg,2.383333
CM230.jpg,2.383333
CM422.jpg,2.383333
CM571.jpg,2.383333
AF117.jpg,2.400000
AF262.jpg,2.400000
AF266.jpg,2.400000
AF346.jpg,2.400000
AF523.jpg,2.400000
AF638.jpg,2.400000
AF664.jpg,2.400000
AF865.jpg,2.400000
AF88.jpg,2.400000
AM1126.jpg,2.400000
AM1328.jpg,2.400000
AM1353.jpg,2.400000
AM1359.jpg,2.400000
AM1367.jpg,2.400000
AM1401.jpg,2.400000
AM1449.jpg,2.400000
AM1841.jpg,2.400000
AM185.jpg,2.400000
AM289.jpg,2.400000
AM454.jpg,2.400000
AM491.jpg,2.400000
AM492.jpg,2.400000
AM501.jpg,2.400000
AM524.jpg,2.400000
AM539.jpg,2.400000
AM600.jpg,2.400000
AM779.jpg,2.400000
AM806.jpg,2.400000
AM941.jpg,2.400000
CF158.jpg,2.400000
CF186.jpg,2.400000
CF212.jpg,2.400000
CF214.jpg,2.400000
CF241.jpg,2.400000
CF333.jpg,2.400000
CF73.jpg,2.400000
CM236.jpg,2.400000
CM240.jpg,2.400000
CM279.jpg,2.400000
CM347.jpg,2.400000
CM80.jpg,2.400000
CM98.jpg,2.400000
AF1358.jpg,2.416667
AF138.jpg,2.416667
AF189.jpg,2.416667
AF22.jpg,2.416667
AF321.jpg,2.416667
AF348.jpg,2.416667
AF411.jpg,2.416667
AF486.jpg,2.416667
AF568.jpg,2.416667
AF657.jpg,2.416667
AF811.jpg,2.416667
AF841.jpg,2.416667
AF843.jpg,2.416667
AF901.jpg,2.416667
AF960.jpg,2.416667
AM1249.jpg,2.416667
AM1302.jpg,2.416667
AM135.jpg,2.416667
AM1468.jpg,2.416667
AM1503.jpg,2.416667
AM1511.jpg,2.416667
AM1534.jpg,2.416667
AM1620.jpg,2.416667
AM1958.jpg,2.416667
AM207.jpg,2.416667
AM227.jpg,2.416667
AM313.jpg,2.416667
AM339.jpg,2.416667
AM373.jpg,2.416667
AM447.jpg,2.416667
AM471.jpg,2.416667
AM486.jpg,2.416667
AM496.jpg,2.416667
AM552.jpg,2.416667
AM661.jpg,2.416667
AM849.jpg,2.416667
AM918.jpg,2.416667
AM929.jpg,2.416667
CF190.jpg,2.416667
CF211.jpg,2.416667
CF416.jpg,2.416667
CF462.jpg,2.416667
CF481.jpg,2.416667
CF518.jpg,2.416667
CF72.jpg,2.416667
CM231.jpg,2.416667
CM274.jpg,2.416667
AF1060.jpg,2.433333
AF1250.jpg,2.433333
AF198.jpg,2.433333
AF211.jpg,2.433333
AF221.jpg,2.433333
AF228.jpg,2.433333
AF24.jpg,2.433333
AF316.jpg,2.433333
AF332.jpg,2.433333
AF534.jpg,2.433333
AF705.jpg,2.433333
AF752.jpg,2.433333
AF988.jpg,2.433333
AM1102.jpg,2.433333
AM1166.jpg,2.433333
AM1174.jpg,2.433333
AM1189.jpg,2.433333
AM1275.jpg,2.433333
AM1294.jpg,2.433333
AM1297.jpg,2.433333
AM1315.jpg,2.433333
AM1332.jpg,2.433333
AM1338.jpg,2.433333
AM1392.jpg,2.433333
AM179.jpg,2.433333
AM1814.jpg,2.433333
AM1923.jpg,2.433333
AM249.jpg,2.433333
AM287.jpg,2.433333
AM300.jpg,2.433333
AM33.jpg,2.433333
AM347.jpg,2.433333
AM445.jpg,2.433333
AM493.jpg,2.433333
AM571.jpg,2.433333
AM58.jpg,2.433333
AM588.jpg,2.433333
AM609.jpg,2.433333
AM674.jpg,2.433333
AM680.jpg,2.433333
AM692.jpg,2.433333
AM79.jpg,2.433333
AM815.jpg,2.433333
CF159.jpg,2.433333
CF166.jpg,2.433333
CF248.jpg,2.433333
CF297.jpg,2.433333
CF373.jpg,2.433333
CF387.jpg,2.433333
CM147.jpg,2.433333
CM293.jpg,2.433333
CM307.jpg,2.433333
CM356.jpg,2.433333
CM400.jpg,2.433333
CM454.jpg,2.433333
CM558.jpg,2.433333
